alors	ADV	alors
content	ADJ	content
que	KON	que
les	DET:def	le
autres	ADJ	autre
ne	ADV	ne
volent	VER:pres	voler
pas	ADV	pas
euh	INT	euh
donc	ADV	donc
je	PRO:cls	je
suis	VER:pres	être
content	ADJ	content
parce	TRC	parce
que	KON	que
moi	PRO:ton	moi
je	PRO:cls	je
suis	AUX:pres	être
fatigué	VER:pper	fatiguer
mais	KON	mais
mais	KON	mais
je	PRO:cls	je
suis	VER:pres	être
très	ADV	très
égoïste	ADJ	égoïste
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
méchant	ADJ	méchant
euh	INT	euh
de	PRP	de
dire	VER:infi	dire
ça	PRO:ton	ça
mais	KON	mais
euh	INT	euh
euh	INT	euh
il	PRO:cls	il
pleut	VER:pres	pleuvoir
hein	INT	hein
je	PRO:cls	je
suis	VER:pres	être
content	ADJ	content
comme	KON	comme
ça	PRO:ton	ça
personne	PRO:ind	personne
ne	ADV	ne
volera	VER:futu	voler
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
grave	ADJ	grave
hein	INT	hein
on	PRO:cls	on
devrait	VER:cond	devoir
pas	ADV	pas
dire	VER:infi	dire
des	DET:ind	un
choses	NOM	chose
comme	KON	comme
ça	PRO:ton	ça
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
vraiment	ADV	vraiment
une	DET:ind	un
vraie	ADJ	vrai
passion	NOM	passion
quoi	INT	quoi
c'	PRO:cls	ce
est	VER:pres	être
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:cls	ça
m'	PRO:clo	me
est	AUX:pres	être
déjà	ADV	déjà
arrivé	VER:pper	arriver
de	PRP	de
penser	VER:infi	penser
ça	PRO:ton	ça
euh	INT	euh
enfin	ADV	enfin
bon	INT	bon
en	PRP	en
même	ADJ	même
temps	NOM	temps
je	PRO:cls	je
sais	VER:pres	savoir
bien	ADV	bien
que	KON	que
les	DET:def	le
autres	ADJ	autre
ils	PRO:cls	il
ont	VER:pres	avoir
ça	PRO:cls	ça
n'	ADV	ne
a	VER:pres	avoir
rien	PRO:ind	rien
à	PRP	à
voir	VER:infi	voir
avec	PRP	avec
moi	PRO:ton	moi
mais	KON	mais
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
je	PRO:cls	je
suis	AUX:pres	être
toujours	ADV	toujours
privé	VER:pper	priver
quand	KON	quand
je	PRO:cls	je
peux	VER:pres	pouvoir
pas	ADV	pas
voler	VER:infi	voler
et	KON	et
et	KON	et
même	ADV	même
en	PRP	en
ce	DET:dem	ce
moment	NOM	moment
avec	PRP	avec
mon	DET:pos	mon
mémoire	NOM	mémoire
là	ADV	là
euh	INT	euh
universitaire	ADJ	universitaire
euh	INT	euh
ben	INT	ben
je	PRO:cls	je
suis	VER:pres	être
je	PRO:cls	je
suis	VER:pres	être
je	PRO:cls	je
suis	AUX:pres	être
frustré	VER:pper	frustrer
quoi	INT	quoi
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
un	DET:ind	un
plus	ADV	plus
hein	INT	hein
le	DET:def	le
mémoire	NOM	mémoire
ça	PRO:cls	ça
me	PRO:clo	me
permettra	VER:futu	permettre
peut-être	ADV	peut-être
d'	PRP	un
avoir	VER:infi	avoir
un	DET:ind	un
diplôme	NOM	diplôme
donc	ADV	donc
s-	TRC	s-
professionnellement	ADV	professionnellement
c'	PRO:cls	ce
est	VER:pres	être
important	ADJ	important
du	PRP:det	du
coup	NOM	coup
je	PRO:cls	je
pourrai	VER:futu	pouvoir
peut-être	ADV	peut-être
avoir	VER:infi	avoir
de	PRP	de
l'	DET:def	le
argent	NOM	argent
et	KON	et
j'	PRO:cls	je
aurai	VER:futu	avoir
peut-être	ADV	peut-être
les	DET:def	le
moyens	NOM	moyen
de	PRP	de
voler	VER:infi	voler
enfin	ADV	enfin
donc	ADV	donc
mais	KON	mais
euh	INT	euh
j'	PRO:cls	je
ai	VER:pres	avoir
une	DET:ind	un
hantise	NOM	hantise
c'	PRO:cls	ce
est	VER:pres	être
de	PRP	de
vieillir	VER:infi	vieillir
et	KON	et
de	PRP	de
plus	ADV	plus
pouvoir	VER:infi	pouvoir
voler	VER:infi	voler
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
hantise	NOM	hantise
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
je	PRO:cls	je
me	PRO:clo	me
dis	VER:pres	dire
je	PRO:cls	je
me	PRO:clo	me
mettrai	VER:futu	mettre
peut-être	ADV	peut-être
à	PRP	à
la	DET:def	le
mongolfière	ADJ	<unknown>
parce	TRC	parce
que	KON	que
la	DET:def	le
mongolfière	NOM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
plus	ADV	plus
facile	ADJ	facile
hein	INT	hein
tu	PRO:cls	tu
as	VER:pres	avoir
qu'	KON	que
à	PRP	à
la	PRO:clo	le
gonfler	VER:infi	gonfler
avec	PRP	avec
de	PRP	de
du	DET:par	du
gaz	NOM	gaz
tu	PRO:cls	tu
gonfles	VER:pres	gonfler
ça	PRO:ton	ça
hop	INT	hop
tu	PRO:cls	tu
te	PRO:clo	te
mets	VER:pres	mettre
dedans	ADV	dedans
ça	PRO:cls	ça
monte	VER:pres	monter
c'	PRO:cls	ce
est	AUX:pres	être
pas	ADV	pas
compliqué	VER:pper	compliquer
une	DET:ind	un
mongolfière	NOM	<unknown>
tu	PRO:cls	tu
pars	VER:pres	partir
le	DET:def	le
matin	NOM	matin
quand	KON	quand
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
pas	ADV	pas
de	PRP	de
vent	NOM	vent
donc	ADV	donc
te	PRO:clo	te
tu	PRO:cls	tu
tu	PRO:cls	tu
choisis	VER:pres	choisir
un	DET:ind	un
champ	NOM	champ
puis	KON	puis
si	KON	si
tu	PRO:cls	tu
peux	VER:pres	pouvoir
pas	ADV	pas
te	PRO:clo	te
poser	VER:infi	poser
tu	PRO:cls	tu
remets	VER:pres	remettre
du	DET:par	du
gaz	NOM	gaz
hop	INT	hop
tu	PRO:cls	tu
remontes	VER:pres	remonter
pas	ADV	pas
comme	KON	comme
le	DET:def	le
delta	NOM:trc	deltaplane
c'	PRO:cls	ce
est	VER:pres	être
tu	PRO:cls	tu
montes	VER:pres	monter
quand	KON	quand
tu	PRO:cls	tu
veux	VER:pres	vouloir
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
cher	ADJ	cher
quoi	INT	quoi
bon	INT	bon
bon	INT	bon
enfin	ADV	enfin
bon	INT	bon
voilà	FNO	voilà
peut-être	ADV	peut-être
qu'	KON	que
un	DET:ind	un
jour	NOM	jour
peut-être	ADV	peut-être
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
hein	INT	hein
mais	KON	mais
quand	KON	quand
ça	PRO:cls	ça
sera	AUX:futu	être
fini	VER:pper	finir
ça	PRO:cls	ça
sera	AUX:futu	être
fini	VER:pper	finir
voilà	FNO	voilà
mais	KON	mais
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
je	PRO:cls	je
serais	VER:cond	être
capable	ADJ	capable
quand	KON	quand
même	ADV	même
de	PRP	de
faire	VER:infi	faire
le	DET:def	le
deuil	NOM	deuil
de	PRP	de
delta	NOM:trc	deltaplane
un	DET:ind	un
jour	NOM	jour
je	PRO:cls	je
dirai	VER:futu	dire
c'	PRO:cls	ce
est	AUX:pres	être
fini	VER:pper	finir
voilà	FNO	voilà
je	PRO:cls	je
pouvais	VER:impf	pouvoir
plus	ADV	plus
courir	VER:infi	courir
pour	PRP	pour
décoller	VER:infi	décoller
j'	PRO:cls	je
ai	VER:pres	avoir
mal	ADV	mal
aux	PRP:det	au
jambes	NOM	jambe
euh	INT	euh
je	PRO:cls	je
suis	VER:pres	être
trop	ADV	trop
gros	ADJ	gros
euh	INT	euh
ça	PRO:cls	ça
va	VER:pres	aller
pas	ADV	pas
ça	PRO:cls	ça
part	VER:pres	partir
plus	ADV	plus
euh	INT	euh
je	PRO:cls	je
me	PRO:clo	me
mets	VER:pres	mettre
en	PRP	en
danger	NOM	danger
j'	PRO:cls	je
ai	VER:pres	avoir
plus	ADV	plus
la	DET:def	le
force	NOM	force
bon	INT	bon
ben	INT	ben
je	PRO:cls	je
crois	VER:pres	croire
que	KON	que
je	PRO:cls	je
serai	VER:futu	être
capable	ADJ	capable
de	PRP	de
dire	VER:infi	dire
voilà	FNO	voilà
j'	PRO:cls	je
arrête	VER:pres	arrêter
quoi	INT	quoi
terminé	VER:pper	terminer
mais	KON	mais
j'	PRO:cls	je
espèrerais	VER:cond	espérer
pouvoir	VER:infi	pouvoir
par	PRP	par
exemple	NOM	exemple
faire	VER:infi	faire
de	PRP	de
la	DET:def	le
mongolfière	NOM	<unknown>
quand	KON	quand
même	ADV	même
ben	INT	ben
sinon	ADV	sinon
euh	INT	euh
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
mais	KON	mais
je	PRO:cls	je
pense	VER:pres	penser
qu'	KON	que
on	PRO:cls	on
se	PRO:clo	se
remet	VER:pres	remettre
de	PRP	de
tout	PRO:ind	tout
hein	INT	hein
dans	PRP	dans
la	DET:def	le
vie	NOM	vie
on	PRO:cls	on
peut	VER:pres	pouvoir
tout	PRO:ind	tout
f-	TRC	f-
j'	PRO:cls	je
en	PRO:clo	en
aurai	VER:futu	avoir
profité	VER:pper	profiter
quand	KON	quand
même	ADV	même
ça	PRO:cls	ça
fait	VER:pres	faire
vingt	NUM	@card@
euh	INT	euh
quatre	NUM	@card@
vingt	NUM	@card@
s-	TRC	s-
qua-	TRC	qua-
oui	FNO	oui
j'	PRO:cls	je
ai	VER:pres	avoir
mon	DET:pos	mon
bre-	TRC	bre-
brevet	NOM	brevet
en	PRP	en
quatre	NUM	@card@
vingt	NUM	@card@
six	NUM	@card@
sept	NUM	@card@
euh	INT	euh
donc	ADV	donc
ça	PRO:cls	ça
fait	VER:pres	faire
ça	PRO:cls	ça
va	VER:pres	aller
faire	VER:infi	faire
vingt	NUM	@card@
ans	NOM	an
là	ADV	là
hein	INT	hein
ça	PRO:cls	ça
va	VER:pres	aller
faire	VER:infi	faire
vingt	NUM	@card@
ans	NOM	an
que	KON	que
je	PRO:cls	je
vole	VER:pres	voler
euh	INT	euh
en	PRP	en
moyenne	NOM	moyenne
euh	INT	euh
vingt	NUM	@card@
cinq	NUM	@card@
vols	NOM	vol
par	PRP	par
an	NOM	an
euh	INT	euh
donc	ADV	donc
j'	PRO:cls	je
ai	AUX:pres	avoir
peut-être	ADV	peut-être
fait	VER:pper	faire
euh	INT	euh
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
moi	PRO:ton	moi
combien	PRO:int	combien
de	PRP	de
vols	NOM	vol
hein	INT	hein
cinq	NUM	@card@
cents	NUM	@card@
vols	NOM	vol
donc	ADV	donc
au	PRP:det	au
moins	ADV	moins
plus	ADV	plus
même	ADV	même
parce	TRC	parce
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	AUX:pres	avoir
eu	VER:pper	avoir
des	DET:ind	un
saisons	NOM	saison
où	PRO:rel	où
j'	PRO:cls	je
en	PRO:clo	en
ai	AUX:pres	avoir
fait	VER:pper	faire
euh	INT	euh
trente	NUM	@card@
trente	NUM	@card@
cinq	NUM	@card@
hein	INT	hein
donc	ADV	donc
euh	INT	euh
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
qu'	KON	que
en	PRP	en
vieillissant	VER:ppre	vieillir
on	PRO:cls	on
se	PRO:clo	se
dit	VER:pres	dire
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
on	PRO:cls	on
aura	VER:futu	avoir
toujours	ADV	toujours
la	DET:def	le
force	NOM	force
euh	INT	euh
il	PRO:cls	il
faut	VER:pres	falloir
courir	VER:infi	courir
hein	INT	hein
faut	VER:pres	falloir
vraiment	ADV	vraiment
bien	ADV	bien
courir	VER:infi	courir
au	PRP:det	au
décollage	NOM	décollage
tout	DET:pre	tout
le	DET:def	le
reste	NOM	reste
est	VER:pres	être
assez	ADV	assez
facile	ADJ	facile
mais	KON	mais
enfin	ADV	enfin
la	DET:def	le
course	NOM	course
du	PRP:det	du
décollage	NOM	décollage
elle	PRO:cls	elle
est	VER:pres	être
elle	PRO:cls	elle
est	VER:pres	être
technique	ADJ	technique
hein	INT	hein
quand	KON	quand
même	ADV	même
faut	VER:pres	falloir
mais	KON	mais
enfin	ADV	enfin
j'	PRO:cls	je
ai	VER:pres	avoir
ou-	TRC	ou-
je	PRO:cls	je
peux	VER:pres	pouvoir
dire	VER:infi	dire
que	KON	que
je	PRO:cls	je
fais	VER:pres	faire
du	DET:par	du
ski	NOM	ski
hein	INT	hein
pas	ADV	pas
mal	ADV	mal
ben	INT	ben
ça	PRO:cls	ça
procure	VER:pres	procurer
les	DET:def	le
euh	INT	euh
ça	PRO:cls	ça
procure	VER:pres	procurer
p-	TRC	p-
pas	ADV	pas
les	DET:def	le
mêmes	ADJ	même
joies	NOM	joie
mais	KON	mais
enfin	ADV	enfin
presque	ADV	presque
quand	KON	quand
même	ADV	même
ben	INT	ben
cette	DET:dem	ce
année	NOM	année
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
du	PRP:det	du
ski	NOM	ski
dans	PRP	dans
de	PRP	de
la	DET:def	le
profonde	ADJ	profond
pour	PRP	pour
la	DET:def	le
première	ADJ	premier
fois	NOM	fois
dans	PRP	dans
une	DET:ind	un
neige	NOM	neige
profonde	ADJ	profond
fraîche	NOM	fraîche
profonde	ADJ	profond
quarante	NUM	@card@
centim-	TRC	centim-
trent-	TRC	trent-
trente	NUM	@card@
centimètres	NOM	centimètre
trente-cinq	NUM	@card@
centimètres	NOM	centimètre
de	PRP	de
nei-	TRC	nei-
j'	PRO:cls	je
avais	AUX:impf	avoir
jamais	ADV	jamais
skié	VER:pper	skier
dans	PRP	dans
de	PRP	de
la	DET:def	le
neige	NOM	neige
ça	PRO:cls	ça
m'	PRO:clo	me
a	AUX:pres	avoir
procuré	VER:pper	procurer
une	DET:ind	un
joie	NOM	joie
immense	ADJ	immense
donc	ADV	donc
euh	INT	euh
pratiquement	ADV	pratiquement
comparable	ADJ	comparable
hein	INT	hein
pratiquement	ADV	pratiquement
comparable	ADJ	comparable
parce	TRC	parce
que	KON	que
j'	PRO:cls	je
avais	AUX:impf	avoir
réussi	VER:pper	réussir
à	PRP	à
skier	VER:infi	skier
sans	PRP	sans
trop	ADV	trop
tomber	VER:infi	tomber
euh	INT	euh
bon	INT	bon
puis	KON	puis
quand	KON	quand
on	PRO:cls	on
tombe	VER:pres	tomber
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
méchant	ADJ	méchant
on	PRO:cls	on
se	PRO:clo	se
fait	VER:pres	faire
pas	ADV	pas
mal	ADV	mal
hein	INT	hein
mais	KON	mais
enfin	ADV	enfin
bon	INT	bon
ben	INT	ben
pratiquement	ADV	pratiquement
j'	PRO:cls	je
arrivais	VER:impf	arriver
à	PRP	à
skier	VER:infi	skier
pour	PRP	pour
la	DET:def	le
première	ADJ	premier
fois	NOM	fois
sans	PRP	sans
tomber	VER:infi	tomber
dans	PRP	dans
de	PRP	de
la	DET:def	le
neige	NOM	neige
profonde	ADJ	profond
et	KON	et
d'	PRP	un
ailleurs	ADV	ailleurs
je	PRO:cls	je
ne	ADV	ne
pensais	VER:impf	penser
jamais	ADV	jamais
que	KON	que
ça	PRO:cls	ça
m'	PRO:clo	me
arriverait	VER:cond	arriver
hein	INT	hein
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
qu-	TRC	qu-
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
agréable	ADJ	agréable
xxx	NOM	<unknown>
ça	PRO:cls	ça
me	PRO:clo	me
fait	VER:pres	faire
penser	VER:infi	penser
que	KON	que
ben	INT	ben
le	DET:def	le
jour	NOM	jour
où	PRO:rel	où
je	PRO:cls	je
pourrai	VER:futu	pouvoir
plus	ADV	plus
faire	VER:infi	faire
de	PRP	de
delta	NOM:trc	deltaplane
peut-être	ADV	peut-être
que	KON	que
je	PRO:cls	je
pourrais	VER:cond	pouvoir
faire	VER:infi	faire
autre	ADJ	autre
chose	NOM	chose
hein	INT	hein
voilà	FNO	voilà
quels	PRO:int	quel
sont	VER:pres	être
les	DET:def	le
sites	NOM	site
euh	INT	euh
où	PRO:int	où
tu	PRO:cls	tu
as	AUX:pres	avoir
trouvé	VER:pper	trouver
les	DET:def	le
plus	ADV	plus
beaux	ADJ	beau
les	DET:def	le
Alpes	NAM	Alpes
ben	INT	ben
les	DET:def	le
là	ADV	là
où	PRO:int	où
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
les	DET:def	le
plus	ADV	plus
grands	ADJ	grand
cross	NOM	cross
bon	INT	bon
les	DET:def	le
plus	ADV	plus
beaux	ADJ	beau
c'	PRO:cls	ce
est	VER:pres	être
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
Alpes	NAM	Alpes
mais	KON	mais
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
tellement	ADV	tellement
facile	ADJ	facile
mais	KON	mais
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
pas	ADV	pas
de	PRP	de
mérite	NOM	mérite
quoi	INT	quoi
enfin	ADV	enfin
mais	KON	mais
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
beau	ADJ	beau
quand	KON	quand
même	ADV	même
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est-à-dire	VER:cond	<unknown>
tu	PRO:cls	tu
décolles	VER:pres	décoller
euh	INT	euh
m-	TRC	m-
d-	TRC	d-
p-	TRC	p-
d-	TRC	d-
deux	NUM	@card@
jours	NOM	jour
sur	PRP	sur
trois	NUM	@card@
c'	PRO:cls	ce
est	VER:pres	être
pareil	ADJ	pareil
hein	INT	hein
tu	PRO:cls	tu
décolles	VER:pres	décoller
tu	PRO:cls	tu
montes	VER:pres	monter
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
trois	NUM	@card@
mille	NUM	@card@
cinq	NUM	@card@
et	KON	et
puis	KON	puis
tu	PRO:cls	tu
pars	VER:pres	partir
tu	PRO:cls	tu
fais	VER:pres	faire
cinquante	NUM	@card@
cent	NUM	@card@
kilomètres	NOM	kilomètre
tu	PRO:cls	tu
as	VER:pres	avoir
des	DET:ind	un
montagnes	NOM	montagne
partout	ADV	partout
tu	PRO:cls	tu
suis	VER:pres	être
une	DET:ind	un
ligne	NOM	ligne
droite	ADJ	droit
ça	PRO:cls	ça
monte	VER:pres	monter
partout	ADV	partout
ou	KON	ou
tu	PRO:cls	tu
fais	VER:pres	faire
cinquante	NUM	@card@
kilomètres	NOM	kilomètre
dans	PRP	dans
un	DET:ind	un
sens	NOM	sens
tu	PRO:cls	tu
reviens	VER:pres	revenir
ça	PRO:cls	ça
fait	VER:pres	faire
cent	NUM	@card@
kilomètres	NOM	kilomètre
et	KON	et
le	DET:def	le
lendemain	NOM	lendemain
tu	PRO:cls	tu
peux	VER:pres	pouvoir
r-	TRC	r-
pratiquement	ADV	pratiquement
refaire	VER:infi	refaire
pareil	ADJ	pareil
et	KON	et
ainsi	ADV	ainsi
de	PRP	de
suite	NOM	suite
tous	DET:pre	tout
les	DET:def	le
jours	NOM	jour
pendant	PRP	pendant
tout	DET:pre	tout
le	DET:def	le
mois	NOM	mois
d'	PRP	un
août	NOM	août
enfin	ADV	enfin
bon	INT	bon
p-	TRC	p-
j'	PRO:cls	je
exagère	VER:pres	exagérer
un	DET:ind	un
peu	NOM	peu
mais	KON	mais
enfin	ADV	enfin
presque	ADV	presque
hein	INT	hein
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
beau	ADJ	beau
c'	PRO:cls	ce
est	VER:pres	être
magnifique	ADJ	magnifique
hein	INT	hein
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
extraordinaire	ADJ	extraordinaire
mais	KON	mais
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
tellement	ADV	tellement
f-	TRC	f-
facile	ADJ	facile
que	KON	que
finalement	ADV	finalement
ça	PRO:ton	ça
ça	PRO:cls	ça
perd	VER:pres	perdre
un	DET:ind	un
peu	NOM	peu
de	PRP	de
son	DET:pos	son
de	PRP	de
son	DET:pos	son
charme	NOM	charme
alors	ADV	alors
que	KON	que
quand	KON	quand
je	PRO:cls	je
suis	AUX:pres	être
allé	VER:pper	aller
plutôt	ADV	plutôt
du	PRP:det	du
côté	NOM	côté
de	PRP	de
Laragne	NAM	Laragne
avec	PRP	avec
¤P¤	NAM	¤P¤
¤N¤	NAM	¤N¤
là	ADV	là
dans	PRP	dans
ces	DET:dem	ce
stages	NOM	stage
euh	INT	euh
de	PRP	de
de	PRP	de
l'	DET:def	le
ancien	ADJ	ancien
champion	NOM	champion
de	PRP	de
France	NAM	France
hein	INT	hein
il	PRO:cls	il
a	AUX:pres	avoir
été	AUX:pper	être
plu-	TRC	plu-
plusieurs	DET:ind	plusieurs
fois	NOM	fois
champion	NOM	champion
de	PRP	de
France	NAM	France
ou	KON	ou
champion	NOM	champion
d'	PRP	un
Europe	NAM	Europe
et	KON	et
tout	DET:pre	tout
ça	PRO:ton	ça
lui	PRO:ton	lui
il	PRO:clsi	il
te	PRO:clo	te
il	PRO:clsi	il
t'	PRO:clo	te
emmène	VER:pres	emmener
t-	TRC	t-
tu	PRO:cls	tu
le	PRO:clo	le
suis	VER:pres	être
hein	INT	hein
tu	PRO:cls	tu
le	PRO:clo	le
suis	VER:pres	être
euh	INT	euh
si	KON	si
tu	PRO:cls	tu
peux	VER:pres	pouvoir
et	KON	et
et	KON	et
on	PRO:cls	on
est	VER:pres	être
toujours	ADV	toujours
trois	NUM	@card@
quatre	NUM	@card@
euh	INT	euh
en	PRP	en
stage	NOM	stage
avec	PRP	avec
lui	PRO:ton	lui
et	KON	et
il	PRO:clsi	il
te	PRO:clo	te
fait	VER:pres	faire
faire	VER:infi	faire
des	DET:ind	un
distances	NOM	distance
beaucoup	ADV	beaucoup
plus	ADV	plus
grandes	ADJ	grand
et	KON	et
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
toujours	ADV	toujours
sur	PRP	sur
le	DET:def	le
même	ADJ	même
trajet	NOM	trajet
comme	KON	comme
euh	INT	euh
à	PRP	à
Seyne-les-Alpes	NAM	Seyne-les-Alpes
c'	PRO:cls	ce
est	VER:pres	être
n'	ADV	ne
importe	VER:pres	importer
où	PRO:int	où
c'	PRO:cls	ce
est	VER:pres	être
tu	PRO:cls	tu
peux	VER:pres	pouvoir
partir	VER:infi	partir
dans	PRP	dans
n'	ADV	ne
importe	VER:pres	importer
quel	DET:int	quel
sens	NOM	sens
en	PRP	en
fonction	NOM	fonction
d'	PRP	un
un	DET:ind	un
peu	NOM	peu
des	PRP:det	du
orientations	NOM	orientation
du	PRP:det	du
vent	NOM	vent
tu	PRO:cls	tu
peux	VER:pres	pouvoir
partir	VER:infi	partir
vers	PRP	vers
le	DET:def	le
Sud	NOM	sud
euh	INT	euh
tu	PRO:cls	tu
peux	VER:pres	pouvoir
partir	VER:infi	partir
vers	PRP	vers
le	DET:def	le
Nord	NOM	nord
tu	PRO:cls	tu
peux	VER:pres	pouvoir
partir	VER:infi	partir
vers	PRP	vers
l'	DET:def	le
Est	NOM	est
vers	PRP	vers
le	DET:def	le
vers	PRP	vers
le	DET:def	le
Nord-Est	NOM	Nord-Est
vers	PRP	vers
le	DET:def	le
ça	PRO:cls	ça
dépend	VER:pres	dépendre
vraiment	ADV	vraiment
ce	PRO:dem	ce
qui	PRO:rel	qui
fait	VER:pres	faire
que	KON	que
tu	PRO:cls	tu
peux	VER:pres	pouvoir
à	PRP	à
trois	NUM	@card@
cent	NUM	@card@
quatre	NUM	@card@
vingt	NUM	@card@
degrés	NOM	degré
autour	ADV	autour
de	PRP	de
ton	DET:pos	ton
décollage	NOM	décollage
faire	VER:infi	faire
euh	INT	euh
cinquante	NUM	@card@
kilomètres	NOM	kilomètre
dans	PRP	dans
un	DET:ind	un
sens	NOM	sens
cinquante	NUM	@card@
kilomètres	NOM	kilomètre
dans	PRP	dans
l'	DET:def	le
autre	ADJ	autre
hein	INT	hein
dans	PRP	dans
n'	ADV	ne
importe	VER:pres	importer
quelle	DET:int	quel
direction	NOM	direction
en	PRP	en
fonction	NOM	fonction
des	PRP:det	du
conditions	NOM	condition
ce	PRO:dem	ce
qui	PRO:rel	qui
est	VER:pres	être
ouvre	VER:impe	ouvrir
beaucoup	ADV	beaucoup
plus	ADV	plus
le	DET:def	le
champ	NOM	champ
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
j-	TRC	j-
je	PRO:cls	je
dis	VER:pres	dire
pas	ADV	pas
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
plus	ADV	plus
beau	ADJ	beau
c'	PRO:cls	ce
est	AUX:pres	être
plus	ADV	plus
varié	VER:pper	varier
parce	TRC	parce
que	KON	que
tu	PRO:cls	tu
un	DET:ind	un
jour	NOM	jour
tu	PRO:cls	tu
pars	VER:pres	partir
tu	PRO:cls	tu
survoleras	VER:futu	survoler
Sisteron	NAM	Sisteron
qui	PRO:rel	qui
se	PRO:clo	se
situe	VER:pres	situer
à	PRP	à
trente	NUM	@card@
quarante	NUM	@card@
kilomètres	NOM	kilomètre
euh	INT	euh
donc	ADV	donc
euh	INT	euh
vers	PRP	vers
euh	INT	euh
vers	PRP	vers
le	DET:def	le
Sud	NOM	sud
en	PRP	en
fait	NOM	fait
hein	INT	hein
et	KON	et
tu	PRO:cls	tu
reviendras	VER:futu	revenir
de	PRP	de
Sisteron	NAM	Sisteron
te	PRO:clo	te
poser	VER:infi	poser
le	DET:def	le
lendemain	NOM	lendemain
tu	PRO:cls	tu
vas	VER:pres	aller
par-	TRC	par-
tu	PRO:cls	tu
vas	VER:pres	aller
décoller	VER:infi	décoller
tu	PRO:cls	tu
partiras	VER:futu	partir
vers	PRP	vers
Beaumont	NAM	Beaumont
Serres	NAM	Serres
euh	INT	euh
Aspre	NAM	Aspre
euh	INT	euh
euh	INT	euh
Veynes-Devoluy	NAM	Veynes-Devoluy
qui	PRO:rel	qui
est	AUX:pres	être
situé	VER:pper	situer
vers	PRP	vers
le	DET:def	le
vers	PRP	vers
le	DET:def	le
Nord	NOM	nord
quoi	INT	quoi
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
tout	PRO:ind	tout
à	PRP	à
fait	NOM	fait
autre	ADJ	autre
chose	NOM	chose
quoi	INT	quoi
c'	PRO:cls	ce
est	VER:pres	être
rien	PRO:ind	rien
n'	ADV	ne
est	AUX:pres	être
gagné	VER:pper	gagner
d'	PRP	un
avance	NOM	avance
tu	PRO:cls	tu
as	VER:pres	avoir
pas	ADV	pas
tes	DET:pos	ton
tes	DET:pos	ton
endroits	NOM	endroit
euh	INT	euh
comme	KON	comme
à	PRP	à
Seyne-les-Alpes	NAM	Seyne-les-Alpes
où	PRO:rel	où
tu	PRO:cls	tu
es	VER:pres	être
sûr	ADJ	sûr
que	KON	que
tu	PRO:cls	tu
as	VER:pres	avoir
une	DET:ind	un
pompe	NOM	pompe
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
elle	PRO:cls	elle
est	VER:pres	être
toujours	ADV	toujours
