ben	INT	ben
Noël	NAM	Noël
puis	KON	puis
finalement	ADV	finalement
ben	INT	ben
vu	VER:pper	voir
qu'	KON	que
il	PRO:cls	il
pouvait	VER:impf	pouvoir
pas	ADV	pas
transporter	VER:infi	transporter
¤Pren¤	NAM	<unknown>
euh	INT	euh
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
d'	DET:ind	un
autres	ADJ	autre
choses	NOM	chose
à	PRP	à
faire	VER:infi	faire
euh	INT	euh
il	PRO:cls	il
est	AUX:pres	être
pas	ADV	pas
venu	VER:pper	venir
ma	DET:pos	mon
mère	NOM	mère
qui	PRO:rel	qui
avait	VER:impf	avoir
rien	PRO:ind	rien
prévu	VER:pper	prévoir
du	PRP:det	du
tout	ADV	tout
pour	PRP	pour
Noël	NAM	Noël
parce	TRC	parce
que	KON	que
j'	PRO:cls	je
ai	VER:pres	avoir
euh	INT	euh
on	PRO:cls	on
était	VER:impf	être
chez	PRP	chez
mon	DET:pos	mon
père	NOM	père
et	KON	et
qu'	KON	que
elle	PRO:cls	elle
voulait	VER:impf	vouloir
pas	ADV	pas
sortir	VER:infi	sortir
bah	INT	bah
on	PRO:cls	on
s'	PRO:clo	se
est	AUX:pres	être
retrouvé	VER:pper	retrouver
comme	KON	comme
deux	NUM	@card@
ronds	NOM	rond
de	PRP	de
flan	NOM	flan
heureusement	ADV	heureusement
¤Pren¤	NAM	<unknown>
le	DET:def	le
père	NOM	père
de	PRP	de
¤Pren¤	NAM	<unknown>
il	PRO:clsi	il
nous	PRO:clo	nous
a	VER:pres	avoir
il	PRO:cls	il
avait	AUX:impf	avoir
invité	VER:pper	inviter
ma	DET:pos	mon
mère	NOM	mère
euh	INT	euh
quand	KON	quand
quand	KON	quand
il	PRO:cls	il
a	AUX:pres	avoir
su	VER:pper	savoir
il	PRO:cls	il
a	AUX:pres	avoir
dit	VER:pper	dire
ben	INT	ben
attends	VER:impe	attendre
tu	PRO:cls	tu
vas	VER:pres	aller
pas	ADV	pas
rester	VER:infi	rester
toute	ADV	tout
seule	ADJ	seul
pour	PRP	pour
Noël	NAM	Noël
avec	PRP	avec
tes	DET:pos	ton
enfants	NOM	enfant
tu	PRO:cls	tu
viens	VER:pres	venir
ils	PRO:cls	il
se	PRO:clo	se
sont	AUX:pres	être
démerdés	VER:pper	démerder
tu	PRO:cls	tu
sais	VER:pres	savoir
pour	PRP	pour
la	DET:def	le
cuisine	NOM	cuisine
parce	TRC	parce
qu'	KON	que
ils	PRO:cls	il
avaient	AUX:impf	avoir
prévu	VER:pper	prévoir
eux	PRO:ton	eux
aussi	ADV	aussi
en	PRP	en
faire	VER:infi	faire
en	PRP	en
petit	ADJ	petit
comité	NOM	comité
mais	KON	mais
voilà	FNO	voilà
ils	PRO:cls	il
allaient	VER:impf	aller
pas	ADV	pas
nous	PRO:clo	nous
laisser	VER:infi	laisser
tous	ADV	tout
seuls	ADJ	seul
fêter	VER:infi	fêter
Nöel	ADJ	<unknown>
quoi	INT	quoi
oui	FNO	oui
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
normal	ADJ	normal
et	KON	et
que	KON	que
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
eu	VER:pper	avoir
au	PRP:det	au
téléphone	NOM	téléphone
après	ADV	après
bah	INT	bah
je	PRO:cls	je
je	PRO:cls	je
sais	VER:pres	savoir
plus	ADV	plus
ce	PRO:dem	ce
que	PRO:rel	que
c'	PRO:cls	ce
est	VER:pres	être
je	PRO:cls	je
me	PRO:clo	me
je	PRO:cls	je
me	PRO:clo	me
souviens	VER:pres	souvenir
même	ADV	même
plus	ADV	plus
de	PRP	de
ce	PRO:dem	ce
qui	PRO:rel	qui
de	PRP	de
ce	PRO:dem	ce
qui	PRO:rel	qui
s'	PRO:clo	se
est	AUX:pres	être
dit	VER:pper	dire
euh	INT	euh
je	PRO:cls	je
me	PRO:clo	me
rappelle	VER:pres	rappeler
que	KON	que
j'	PRO:cls	je
avais	VER:impf	avoir
à	PRP	à
peine	NOM	peine
huit	NUM	@card@
ans	NOM	an
et	KON	et
que	KON	que
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
pris	VER:pper	prendre
la	DET:def	le
tête	NOM	tête
avec	PRP	avec
lui	PRO:ton	lui
il	PRO:cls	il
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
¤Pren¤	NAM	<unknown>
maintenant	ADV	maintenant
tu	PRO:cls	tu
me	PRO:clo	me
dois	VER:pres	devoir
tu	PRO:cls	tu
arrêtes	VER:pres	arrêter
de	PRP	de
me	PRO:clo	me
parler	VER:infi	parler
comme	KON	comme
ça	PRO:ton	ça
je	PRO:cls	je
suis	VER:pres	être
ton	DET:pos	ton
père	NOM	père
et	KON	et
il	PRO:clsi	il
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
et	KON	et
puis	KON	puis
je	PRO:cls	je
crois	VER:pres	croire
que	KON	que
je	PRO:cls	je
lui	PRO:clo	lui
ai	AUX:pres	avoir
racroché	VER:pper	<unknown>
au	PRP:det	au
nez	NOM	nez
je	PRO:cls	je
ne	ADV	ne
sais	VER:pres	savoir
plus	ADV	plus
exactement	ADV	exactement
comment	PRO:int	comment
ça	PRO:cls	ça
s'	PRO:clo	se
est	AUX:pres	être
fini	VER:pper	finir
puis	KON	puis
pendant	PRP	pendant
plusieurs	DET:ind	plusieurs
années	NOM	année
on	PRO:cls	on
s'	PRO:clo	se
est	AUX:pres	être
plus	ADV	plus
reparlé	VER:pper	reparler
on	PRO:cls	on
s'	PRO:clo	se
est	AUX:pres	être
plus	ADV	plus
revu	VER:pper	revoir
¤Pren¤	NAM	<unknown>
euh	INT	euh
elle	PRO:cls	elle
voulait	VER:impf	vouloir
encore	ADV	encore
y	PRO:clo	y
aller	VER:infi	aller
donc	ADV	donc
de	PRP	de
temps	NOM	temps
en	PRP	en
temps	NOM	temps
genre	NOM	genre
une	DET:ind	un
fois	NOM	fois
par	PRP	par
an	NOM	an
des	PRP:det	du
fois	NOM	fois
souvent	ADV	souvent
via	PRP	via
la	DET:def	le
grand-mère	NOM	<unknown>
elle	PRO:cls	elle
allait	VER:impf	aller
le	PRO:clo	le
voir	VER:infi	voir
dès	PRP	dès
qu'	KON	que
elle	PRO:cls	elle
entendait	VER:impf	entendre
qu'	KON	que
on	PRO:cls	on
parlait	VER:impf	parler
de	PRP	de
du	DET:par	du
père	NOM	père
et	KON	et
qu'	KON	que
on	PRO:cls	on
disait	VER:impf	dire
du	PRP:det	du
mal	NOM	mal
de	PRP	de
lui	PRO:ton	lui
bah	INT	bah
elle	PRO:cls	elle
pleurait	VER:impf	pleurer
bah	INT	bah
c'	PRO:cls	ce
est	VER:pres	être
normal	ADJ	normal
ben	INT	ben
oui	FNO	oui
elle	PRO:cls	elle
est	VER:pres	être
petite	ADJ	petit
je	PRO:cls	je
peux	VER:pres	pouvoir
je	PRO:cls	je
peux	VER:pres	pouvoir
comprendre	VER:infi	comprendre
il	PRO:cls	il
a	VER:pres	avoir
quand	KON	quand
même	ADV	même
fait	VER:pper	faire
l'	DET:def	le
effort	NOM	effort
de	PRP	de
nous	PRO:clo	nous
inviter	VER:infi	inviter
à	PRP	à
son	DET:pos	son
mariage	NOM	mariage
deux	NUM	@card@
jours	NOM	jour
avant	ADV	avant
hum	FNO	hum
hum	FNO	hum
ça	PRO:cls	ça
le	PRO:clo	le
fait	VER:pres	faire
moyen	NOM	moyen
moyen	ADJ	moyen
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
peut-être	ADV	peut-être
la	DET:def	le
preuve	NOM	preuve
qu'	KON	que
il	PRO:cls	il
voulait	VER:impf	vouloir
pas	ADV	pas
vous	PRO:clo	vous
inviter	VER:infi	inviter
c'	PRO:cls	ce
est	VER:pres	être
malheureux	ADJ	malheureux
quand	KON	quand
on	PRO:cls	on
a	AUX:pres	avoir
entendu	VER:pper	entendre
ça	PRO:ton	ça
euh	INT	euh
quand	KON	quand
on	PRO:cls	on
a	AUX:pres	avoir
reçu	VER:pper	recevoir
quand	KON	quand
ma	DET:pos	mon
mère	NOM	mère
elle	PRO:cls	elle
nous	PRO:clo	nous
a	AUX:pres	avoir
dit	VER:pper	dire
voilà	FNO	voilà
il	PRO:clsi	il
vous	PRO:clo	vous
invite	VER:pres	inviter
au	PRP:det	au
mariage	NOM	mariage
c'	PRO:cls	ce
était	VER:impf	être
le	DET:def	le
week-end	NOM	week-end
où	PRO:rel	où
elle	PRO:cls	elle
a-	TRC	a-
elle	PRO:cls	elle
avait	AUX:impf	avoir
prévu	VER:pper	prévoir
qu'	KON	que
on	PRO:cls	on
aille	VER:subp	aller
avec	PRP	avec
ma	DET:pos	mon
marraine	NOM	marraine
euh	INT	euh
à	PRP	à
Europapark	NAM	<unknown>
elle	PRO:cls	elle
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
vous	PRO:cls	vous
préférez	VER:pres	préférer
quoi	INT	quoi
voir	VER:infi	voir
votre	DET:pos	votre
père	NOM	père
ou	KON	ou
aller	VER:infi	aller
à	PRP	à
Europapark	NAM	<unknown>
¤Pren¤	NAM	<unknown>
et	KON	et
moi	PRO:ton	moi
on	PRO:cls	on
lui	PRO:clo	lui
a	AUX:pres	avoir
répondu	VER:pper	répondre
Europapark	NAM	<unknown>
ben	INT	ben
normal	ADJ	normal
oh	INT	oh
quand	KON	quand
j'	PRO:cls	je
y	PRO:clo	y
repense	VER:pres	repenser
ça	PRO:cls	ça
me	PRO:clo	me
fait	VER:pres	faire
rigoler	VER:infi	rigoler
ah	INT	ah
ben	INT	ben
Europapark	NAM	<unknown>
hein	INT	hein
on	PRO:cls	on
a	VER:pres	avoir
quand	KON	quand
même	ADV	même
reçu	VER:pper	recevoir
une	DET:ind	un
carte	NOM	carte
hein	INT	hein
pour	PRP	pour
nous	PRO:clo	nous
dire	VER:infi	dire
que	KON	que
¤Pren¤	NAM	<unknown>
était	VER:impf	être
né	ADJ	né
par	PRP	par
contre	PRP	contre
¤Pren¤	NAM	<unknown>
on	PRO:cls	on
l'	PRO:clo	le
a	VER:pres	avoir
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
su	VER:pper	savoir
grâce	ADV	grâce
à	PRP	à
ma	DET:pos	mon
grand-mère	NOM	<unknown>
sinon	ADV	sinon
j'	PRO:cls	je
aurais	AUX:cond	avoir
jamais	ADV	jamais
su	VER:pper	savoir
que	KON	que
j'	PRO:cls	je
avais	VER:impf	avoir
une	DET:ind	un
demi	ADJ	demi
soeur	NOM	soeur
non	FNO	non
plus	ADV	plus
ah	INT	ah
euh	INT	euh
putain	INT	putain
ben	INT	ben
oui	FNO	oui
puis	KON	puis
voilà	FNO	voilà
puis	KON	puis
j'	PRO:cls	je
ai	AUX:pres	avoir
refait	VER:pper	refaire
une	DET:ind	un
autre	ADJ	autre
connerie	NOM	connerie
quand	KON	quand
au	PRP:det	au
soixante	NUM	@card@
ans	NOM	an
de	PRP	de
la	DET:def	le
grand-mère	NOM	<unknown>
j'	PRO:cls	je
avais	VER:impf	avoir
dix	NUM	@card@
sept	NUM	@card@
ans	NOM	an
elle	PRO:cls	elle
m'	PRO:clo	me
invite	VER:pres	inviter
elle	PRO:cls	elle
me	PRO:clo	me
dit	VER:pres	dire
par	PRP	par
contre	ADV	contre
il	PRO:clsi	il
y	PRO:clo	y
aura	VER:futu	avoir
ton	DET:pos	ton
père	NOM	père
ben	INT	ben
oui	FNO	oui
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
tes	DET:pos	ton
soixante	NUM	@card@
ans	NOM	an
mamie	NOM	mamie
je	PRO:cls	je
viens	VER:pres	venir
je	PRO:cls	je
lui	PRO:clo	lui
parlerai	VER:futu	parler
pas	ADV	pas
mon	DET:pos	mon
cul	NOM	cul
il	PRO:cls	il
était	VER:impf	être
là	ADV	là
oui	FNO	oui
il	PRO:cls	il
était	VER:impf	être
là	ADV	là
ben	INT	ben
oui	FNO	oui
au	PRP:det	au
soixante	NUM	@card@
ans	NOM	an
de	PRP	de
la	DET:def	le
grand-mère	NOM	<unknown>
oui	FNO	oui
il	PRO:cls	il
était	VER:impf	être
là	ADV	là
le	DET:def	le
¤Pren¤	NAM	<unknown>
et	KON	et
lui	PRO:clo	lui
se	PRO:clo	se
faisaient	VER:impf	faire
la	DET:def	le
gueule	NOM	gueule
il	PRO:cls	il
avaient	VER:impf	avoir
deux	NUM	@card@
tables	NOM	table
d'	PRP	un
écart	NOM	écart
parce	TRC	parce
que	KON	que
le	DET:def	le
dernier	ADJ	dernier
repas	NOM	repas
de	PRP	de
famille	NOM	famille
mon	DET:pos	mon
¤Pren¤	NAM	<unknown>
en	PRO:clo	en
étaient	AUX:impf	être
venus	VER:pper	venir
aux	PRP:det	au
m-	TRC	m-
euh	INT	euh
¤Pren¤	NAM	<unknown>
en	PRO:clo	en
était	AUX:impf	être
venu	VER:pper	venir
aux	PRP:det	au
mains	NOM	main
avec	PRP	avec
mon	DET:pos	mon
père	NOM	père
parce	TRC	parce
que	KON	que
mon	DET:pos	mon
père	NOM	père
arrêtait	VER:impf	arrêter
pas	ADV	pas
de	PRP	de
dire	VER:infi	dire
¤Pren¤	NAM	<unknown>
ci	ADV	ci
¤Pren¤	NAM	<unknown>
ça	PRO:cls	ça
¤Pren¤	NAM	<unknown>
ci	ADV	ci
puis	KON	puis
¤Pren¤	NAM	<unknown>
l'	PRO:clo	le
a	AUX:pres	avoir
mal	ADV	mal
pris	VER:pper	prendre
il	PRO:cls	il
a	AUX:pres	avoir
dit	VER:pper	dire
écoute	VER:impe	écouter
grand	ADJ	grand
con	NOM	con
je	PRO:cls	je
te	PRO:clo	te
signale	VER:pres	signaler
que	KON	que
tu	PRO:cls	tu
as	VER:pres	avoir
deux	NUM	@card@
autres	ADJ	autre
enfants	NOM	enfant
¤Pren¤	NAM	<unknown>
et	KON	et
¤Pren¤	NAM	<unknown>
et	KON	et
eux	PRO:ton	eux
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
ils	PRO:cls	il
deviennent	VER:pres	devenir
et	KON	et
ils	PRO:cls	il
s'	PRO:clo	se
en	PRO:clo	en
sont	VER:pres	être
ils	PRO:cls	il
sont	VER:pres	être
pas	ADV	pas
ils	PRO:cls	il
s-	TRC	s-
ils	PRO:cls	il
s'	PRO:clo	se
en	PRO:clo	en
sont	AUX:pres	être
venus	VER:pper	venir
aux	PRP:det	au
mains	NOM	main
donc	ADV	donc
là	ADV	là
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
les	DET:def	le
deux	NUM	@card@
tables	NOM	table
d'	PRP	un
écart	NOM	écart
au	PRP:det	au
cas	NOM	cas
où	PRO:int	où
moi	PRO:ton	moi
je	PRO:cls	je
regardais	VER:impf	regarder
la	DET:def	le
baleine	NOM	baleine
de	PRP	de
loin	ADV	loin
avec	PRP	avec
moi	PRO:ton	moi
à	PRP	à
côté	NOM	côté
de	PRP	de
mon	DET:pos	mon
cousin	NOM	cousin
¤Pren¤	NAM	<unknown>
puis	KON	puis
bah	INT	bah
le	DET:def	le
truc	NOM	truc
c'	PRO:cls	ce
est	VER:pres	être
que	KON	que
j'	PRO:cls	je
ai	AUX:pres	avoir
vu	VER:pper	voir
euh	INT	euh
¤Pren¤	NAM	<unknown>
à	PRP	à
côté	NOM	côté
j'	PRO:cls	je
ai	AUX:pres	avoir
commencé	VER:pper	commencer
à	PRP	à
discuter	VER:infi	discuter
avec	PRP	avec
lui	PRO:ton	lui
une	DET:ind	un
bonne	ADJ	bon
bouille	NOM	bouille
il	PRO:clsi	il
me	PRO:clo	me
faisait	VER:impf	faire
penser	VER:infi	penser
à	PRP	à
moi	PRO:ton	moi
petit	ADJ	petit
tu	PRO:cls	tu
sais	VER:pres	savoir
tout	ADV	tout
gentil	ADJ	gentil
tout	ADV	tout
sourire	VER:infi	sourire
à	PRP	à
faire	VER:infi	faire
un	DET:ind	un
peu	NOM	peu
le	DET:def	le
clown	NOM	clown
donc	ADV	donc
je	PRO:cls	je
bah	INT	bah
tu	PRO:cls	tu
imagines	VER:pres	imaginer
bien	ADV	bien
c'	PRO:cls	ce
était	VER:impf	être
la	DET:def	le
première	ADJ	premier
fois	NOM	fois
que	KON	que
je	PRO:cls	je
le	PRO:clo	le
voyais	VER:impf	voir
mon	DET:pos	mon
demi	ADJ	demi
frère	NOM	frère
j'	PRO:cls	je
étais	VER:impf	être
content	ADJ	content
moi	PRO:ton	moi
aussi	ADV	aussi
donc	ADV	donc
euh	INT	euh
je	PRO:cls	je
me	PRO:clo	me
rappelle	VER:pres	rappeler
que	KON	que
j'	PRO:cls	je
ai	AUX:pres	avoir
joué	VER:pper	jouer
un	DET:ind	un
peu	NOM	peu
avec	PRP	avec
mon	DET:pos	mon
cousin	NOM	cousin
¤Pren¤	NAM	<unknown>
et	KON	et
lui	PRO:ton	lui
dehors	ADV	dehors
et	KON	et
puis	KON	puis
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
la	DET:def	le
fête	NOM	fête
je	PRO:cls	je
crois	VER:pres	croire
à	PRP	à
¤T¤	NAM	¤T¤
donc	ADV	donc
euh	INT	euh
je	PRO:cls	je
lui	PRO:clo	lui
ai	AUX:pres	avoir
dis	VER:pres	dire
vas	VER:impe	aller
demander	VER:infi	demander
à	PRP	à
ton	DET:pos	ton
père	NOM	père
si	KON	si
euh	INT	euh
si	KON	si
il	PRO:cls	il
veut	VER:pres	vouloir
bien	ADV	bien
qu'	KON	que
on	PRO:cls	on
tu	PRO:cls	tu
sais	VER:pres	savoir
je	PRO:cls	je
lui	PRO:clo	lui
ai	AUX:pres	avoir
même	ADV	même
pas	ADV	pas
dit	VER:pper	dire
qui	PRO:rel	qui
j'	PRO:cls	je
étais	VER:impf	être
tu	PRO:cls	tu
vois	VER:pres	voir
ouais	FNO	ouais
ouais	FNO	ouais
je	PRO:cls	je
voulais	VER:impf	vouloir
pas	ADV	pas
foutre	VER:infi	foutre
la	DET:def	le
merde	NOM	merde
que	KON	que
je	PRO:cls	je
voulais	VER:impf	vouloir
pas	ADV	pas
m'	PRO:clo	me
engueuler	VER:infi	engueuler
avec	PRP	avec
l'	DET:def	le
autre	ADJ	autre
con	NOM	con
euh	INT	euh
s'	KON	si
il	PRO:cls	il
voulait	VER:impf	vouloir
pas	ADV	pas
qu'	KON	que
il	PRO:clsi	il
sache	VER:subp	savoir
que	KON	que
qu'	KON	que
il	PRO:cls	il
voulait	VER:impf	vouloir
pas	ADV	pas
que	KON	que
son	DET:pos	son
fils	NOM	fil|fils
sache	VER:subp	savoir
qu'	KON	que
il	PRO:cls	il
avait	VER:impf	avoir
un	DET:ind	un
frère	NOM	frère
donc	ADV	donc
euh	INT	euh
donc	ADV	donc
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
emmené	VER:pper	emmener
à	PRP	à
la	DET:def	le
fête	NOM	fête
forraine	ADJ	<unknown>
à	PRP	à
¤T¤	NAM	¤T¤
avec	PRP	avec
le	DET:def	le
¤Pren¤	NAM	<unknown>
je	PRO:cls	je
lui	PRO:clo	lui
ai	AUX:pres	avoir
payé	VER:pper	payer
un	DET:ind	un
tour	NOM	tour
de	PRP	de
manège	NOM	manège
c'	PRO:cls	ce
est	VER:pres	être
gentil	ADJ	gentil
de	PRP	de
ta	DET:pos	ton
part	NOM	part
bah	INT	bah
tu	PRO:cls	tu
sais	VER:pres	savoir
même	ADV	même
si	KON	si
mon	DET:pos	mon
père	NOM	père
je	PRO:cls	je
l'	PRO:clo	le
aime	VER:pres	aimer
pas	ADV	pas
mon	DET:pos	mon
demi	ADJ	demi
frère	NOM	frère
et	KON	et
ma	DET:pos	mon
demie	NOM	demi
soeur	NOM	soeur
c'	PRO:cls	ce
est	VER:pres	être
ce	PRO:dem	ce
qui	PRO:rel	qui
me	PRO:clo	me
fait	VER:pres	faire
le	DET:def	le
plus	ADV	plus
chier	VER:infi	chier
j'	PRO:cls	je
aimerais	VER:cond	aimer
bien	ADV	bien
les	PRO:clo	le
connaître	VER:infi	connaître
