eh	INT	eh
regarde	VER:impe	regarder
on	PRO:cls	on
va	VER:pres	aller
prendre	VER:infi	prendre
la	DET:def	le
route	NOM	route
on	PRO:cls	on
prend	VER:pres	prendre
la	DET:def	le
ligne	NOM	ligne
toute	DET:ind	tout
droit	NOM	droit
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
on	PRO:cls	on
tourne	VER:pres	tourner
on	PRO:cls	on
tourne	VER:pres	tourner
là	ADV	là
regarde	VER:impe	regarder
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
les	DET:def	le
lignes	NOM	ligne
pour	PRP	pour
nous	PRO:clo	nous
dire	VER:infi	dire
où	PRO:int	où
est	VER:pres	être
la	DET:def	le
route	NOM	route
hop	INT	hop
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
après	ADV	après
on	PRO:cls	on
va	VER:pres	aller
où	PRO:int	où
à	PRP	à
gauche	NOM	gauche
.	NAM	<unknown>
oui	FNO	oui
à	PRP	à
gauche	ADJ	gauche
ou	KON	ou
à	PRP	à
droite	NOM	droite
.	NAM	<unknown>
à	PRP	à
gauche	NOM	gauche
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
c'	PRO:cls	ce
est	VER:pres	être
bon	INT	bon
-nous	PRO:cls	nous
entoure	VER:pres	entourer
-y	PRO:clo	y
vas	VER:pres	aller
tu	PRO:cls	tu
vois	VER:pres	voir
ah	INT	ah
c'	PRO:cls	ce
est	VER:pres	être
toi	PRO:ton	toi
qui	PRO:rel	qui
passe	VER:pres	passer
devant	ADV	devant
tu	PRO:cls	tu
vas	VER:pres	aller
me	PRO:clo	me
dire	VER:infi	dire
la	DET:def	le
route	NOM	route
-y	PRO:clo	y
vas	VER:pres	aller
je	PRO:cls	je
te	PRO:clo	te
suis	VER:pres	être
ici	ADV	ici
ouais	FNO	ouais
elle	PRO:cls	elle
s'	PRO:clo	se
en	PRO:clo	en
va	VER:pres	aller
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
lui	PRO:clo	lui
arrive	VER:pres	arriver
.	NAM	<unknown>
la	DET:def	le
voiture	NOM	voiture
rouge	ADJ	rouge
elle	PRO:cls	elle
s'	PRO:clo	se
en	PRO:clo	en
va	VER:pres	aller
elle	PRO:cls	elle
s'	PRO:clo	se
en	PRO:clo	en
va	VER:pres	aller
vite	ADV	vite
voiture	NOM	voiture
bleue	ADJ	bleu
vient	VER:pres	venir
me	PRO:clo	me
rejoindre	VER:infi	rejoindre
j'	PRO:cls	je
arrive	VER:pres	arriver
wouah	INT	wouah
j'	PRO:cls	je
arrive	VER:pres	arriver
je	PRO:cls	je
cherche	VER:pres	chercher
le	DET:def	le
garage	NOM	garage
où	PRO:rel	où
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:cls	il
est	VER:pres	être
notre	DET:pos	notre
garage	NOM	garage
.	NOM:sig	<unknown>
notre	DET:pos	notre
garage	NOM	garage
quoi	INT	quoi
.	NAM	<unknown>
bah	INT	bah
pour	PRP	pour
se	PRO:clo	se
garer	VER:infi	garer
quand	KON	quand
on	PRO:cls	on
a	AUX:pres	avoir
fini	VER:pper	finir
la	DET:def	le
promenade	NOM	promenade
on	PRO:cls	on
a	AUX:pres	avoir
fini	VER:pper	finir
la	DET:def	le
promenade	NOM	promenade
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
ah	INT	ah
on	PRO:cls	on
attend	VER:pres	attendre
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
feu	ADJ	feu
rouge	NOM	rouge
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
feu	NOM	feu
rouge	ADJ	rouge
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
feu	NOM	feu
vert	ADJ	vert
feu	NOM	feu
vert	ADJ	vert
.	NAM	<unknown>
oui	FNO	oui
on	PRO:cls	on
y	PRO:clo	y
va	VER:pres	aller
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
ah	INT	ah
feu	NOM	feu
rouge	ADJ	rouge
feu	NOM	feu
vert	ADJ	vert
oh	INT	oh
non	FNO	non
pas	ADV	pas
tout	PRO:ind	tout
de	PRP	de
suite	NOM	suite
.	NAM	<unknown>
attends	VER:impe	attendre
ça	PRO:cls	ça
y	PRO:clo	y
est	VER:pres	être
accident	NOM	accident
accident	NOM	accident
doublé	VER:pper	doubler
vite	ADV	vite
les	DET:def	le
pompiers	NOM	pompier
les	DET:def	le
pompiers	NOM	pompier
quoi	INT	quoi
.	NAM	<unknown>
pin	NOM	pin
pon	NOM	<unknown>
pin	NOM	pin
pon	NOM	<unknown>
et	KON	et
un	DET:ind	un
accident	NOM	accident
pin	NOM	pin
pon	NOM	<unknown>
pin	NOM	pin
pon	NOM	<unknown>
pin	NOM	pin
pon	NOM	<unknown>
pin	NOM	pin
pon	NOM	<unknown>
les	DET:def	le
pompiers	NOM	pompier
ils	PRO:cls	il
vont	VER:pres	aller
vite	ADV	vite
et	KON	et
bah	INT	bah
moi	PRO:ton	moi
je	PRO:cls	je
vais	VER:pres	aller
xxx	NOM	<unknown>
ouais	FNO	ouais
et	KON	et
lui	PRO:ton	lui
il	PRO:cls	il
vole	VER:pres	voler
.	NAM	<unknown>
oui	FNO	oui
il	PRO:cls	il
vole	VER:pres	voler
wouah	INT	wouah
flotté	VER:pper	flotter
ouais	FNO	ouais
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
pas-	TRC	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
moi	PRO:ton	moi
qui	PRO:rel	qui
prends	VER:pres	prendre
le	DET:def	le
le	DET:def	le
quoi	INT	quoi
.	NAM	<unknown>
moi	PRO:ton	moi
je	PRO:cls	je
man-	TRC	<unknown>
moi	PRO:ton	moi
je	PRO:cls	je
prends	VER:pres	prendre
le	DET:def	le
c'	PRO:cls	ce
est	VER:pres	être
quoi	PRO:int	quoi
.	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
comme	KON	comme
un	DET:ind	un
hélicoptère	NOM	hélicoptère
.	NAM	<unknown>
oui	FNO	oui
mais	KON	mais
il	PRO:cls	il
a	VER:pres	avoir
pas	ADV	pas
de	PRP	de
de	PRP	de
il	PRO:cls	il
a	VER:pres	avoir
pas	ADV	pas
de	PRP	de
de	PRP	de
de	PRP	de
=z=	NAM	<unknown>
ailes	NOM	aile
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
qu'	KON	que
il	PRO:cls	il
est	VER:pres	être
pas	ADV	pas
un	DET:ind	un
hélicoptère	NOM	hélicoptère
ah	INT	ah
oui	FNO	oui
mais	KON	mais
ça	PRO:cls	ça
ressemble	VER:pres	ressembler
quand	KON	quand
même	ADV	même
à	PRP	à
un	DET:ind	un
hélicoptère	NOM	hélicoptère
hein	INT	hein
sauf	PRP	sauf
qu'	KON	que
il	PRO:clsi	il
lui	PRO:clo	lui
manque	VER:pres	manquer
les	DET:def	le
ailes	NOM	aile
on	PRO:cls	on
dit	VER:pres	dire
qu'	KON	que
il	PRO:cls	il
peut	VER:pres	pouvoir
quand	KON	quand
même	ADV	même
voler	VER:infi	voler
hum	FNO	hum
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
il	PRO:cls	il
redescend	VER:pres	redescendre
.	NAM	<unknown>
il	PRO:cls	il
redescend	VER:pres	redescendre
à	PRP	à
gauche	NOM	gauche
à	PRP	à
gauche	NOM	gauche
pour	PRP	pour
p-	TRC	p-
pour	PRP	pour
pas	ADV	pas
sauter	VER:infi	sauter
sur	PRP	sur
moi	PRO:ton	moi
et	KON	et
voilà	FNO	voilà
il	PRO:cls	il
atterrit	VER:pres	atterrir
hop	INT	hop
là	ADV	là
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
feu	NOM	feu
rouge	ADJ	rouge
il	PRO:clsi	il
faut	VER:pres	falloir
avancer	VER:infi	avancer
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
feu	NOM	feu
vert	ADJ	vert
ah	INT	ah
le	DET:def	le
feu	NOM	feu
vert	ADJ	vert
ah	INT	ah
ben	INT	ben
on	PRO:cls	on
avance	VER:pres	avancer
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
vert	NOM	vert
mais	KON	mais
j'	PRO:cls	je
aimerais	VER:cond	aimer
bien	ADV	bien
reculer	VER:infi	reculer
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tu	PRO:cls	tu
veux	VER:pres	vouloir
.	ADJ	<unknown>
mais	KON	mais
tu	PRO:cls	tu
me	PRO:clo	me
gênes	VER:pres	gêner
là	ADV	là
mais	KON	mais
je	PRO:cls	je
te	PRO:clo	te
gêne	VER:pres	gêner
pas	ADV	pas
mais	KON	mais
pourquoi	PRO:int	pourquoi
tu	PRO:cls	tu
m'	PRO:clo	me
arrêtes	VER:pres	arrêter
?	NAM	<unknown>
arrête	VER:impe	arrêter
je	PRO:cls	je
suis	VER:pres	être
tout	PRO:ind	tout
loin	ADV	loin
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
feu	ADJ	feu
vert	NOM	vert
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
je	PRO:cls	je
fais	VER:pres	faire
tout	DET:pre	tout
tout	DET:pre	tout
tout	DET:pre	tout
le	DET:def	le
tour	NOM	tour
de	PRP	de
la	DET:def	le
ligne	NOM	ligne
d'	PRP	un
accord	NOM	accord
tu	PRO:cls	tu
suis	VER:pres	être
la	DET:def	le
ligne	NOM	ligne
et	KON	et
où	PRO:rel	où
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
on	PRO:cls	on
va	VER:pres	aller
se	PRO:clo	se
garer	VER:infi	garer
alors	ADV	alors
.	VER:simp	<unknown>
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
regarde	VER:impe	regarder
on	PRO:cls	on
dit	VER:pres	dire
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
là	ADV	là
le	DET:def	le
garage	NOM	garage
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
tut	VER:simp	taire
hop	INT	hop
ça	PRO:cls	ça
y	PRO:clo	y
est	VER:pres	être
eh	INT	eh
bah	INT	bah
ma	DET:pos	mon
voiture	NOM	voiture
eh	INT	eh
ba	VER:impe	<unknown>
moi	PRO:ton	moi
elle	PRO:cls	elle
est	AUX:pres	être
garée	VER:pper	garer
regarde	VER:impe	regarder
regarde	VER:impe	regarder
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
un	DET:ind	un
truc	NOM	truc
on	PRO:cls	on
monte	VER:pres	monter
et	KON	et
je	PRO:cls	je
suis	AUX:pres	être
arrivé	VER:pper	arriver
allez	INT	allez
voilà	FNO	voilà
l'	DET:def	le
hélicoptère	NOM	hélicoptère
aussi	ADV	aussi
il	PRO:cls	il
a	VER:pres	avoir
un	DET:ind	un
garage	NOM	garage
.	NAM	<unknown>
oui	FNO	oui
tiens	INT	tiens
tu	PRO:cls	tu
arrêtes	VER:pres	arrêter
juste	ADV	juste
derrière	ADV	derrière
moi	PRO:ton	moi
ça	PRO:cls	ça
y	PRO:clo	y
est	VER:pres	être
ils	PRO:cls	il
sont	AUX:pres	être
assez	ADV	assez
reposés	VER:pper	reposer
on	PRO:cls	on
remet	VER:pres	remettre
/là	MLT	<unknown>
l'	DET:def	le
hélicoptère	NOM	hélicoptère
/on	MLT	<unknown>
hum/	MLT	<unknown>
dégage	VER:pres	dégager
la	DET:def	le
voiture	NOM	voiture
eh	INT	eh
prends	VER:impe	prendre
ta	DET:pos	ton
voiture	NOM	voiture
ah	INT	ah
ouais	FNO	ouais
wouah	INT	wouah
elle	PRO:cls	elle
est	AUX:pres	être
tombée	VER:pper	tomber
ma	DET:pos	mon
voiture	NOM	voiture
les	DET:def	le
pompiers	NOM	pompier
ils	PRO:cls	il
arrivent	VER:pres	arriver
ah	INT	ah
ouf	NOM	ouf
que	KON	que
vous	PRO:cls	vous
arrivez	VER:pres	arriver
monsieur	NOM	monsieur
le	DET:def	le
pompier	NOM	pompier
c'	PRO:cls	ce
est	VER:pres	être
que	KON	que
ma	DET:pos	mon
voiture	NOM	voiture
a	AUX:pres	avoir
fait	VER:pper	faire
un	DET:ind	un
accident	NOM	accident
attends	VER:impe	attendre
attends	VER:impe	attendre
/pas	VER:simp	<unknown>
tu	PRO:cls	tu
as/	MLT	<unknown>
roulé	VER:pper	rouler
vite	ADV	vite
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:cls	il
fait	VER:pres	faire
là	ADV	là
.	ADJ	<unknown>
bah	INT	bah
je	PRO:cls	je
te	PRO:clo	te
ramène	VER:pres	ramener
chez	PRP	chez
les	DET:def	le
pompiers	NOM	pompier
ah	INT	ah
attends	VER:impe	attendre
je	PRO:cls	je
roule	VER:pres	rouler
plus	ADV	plus
sur	PRP	sur
les	DET:def	le
lignes	NOM	ligne
je	PRO:cls	je
roule	VER:pres	rouler
vite	ADV	vite
hein	INT	hein
.	NAM	<unknown>
attention	INT	attention
il	PRO:cls	il
faut	VER:pres	falloir
se	PRO:clo	se
tiendre	VER:infi	<unknown>
il	PRO:clsi	il
faut	VER:pres	falloir
se	PRO:clo	se
tenir	VER:infi	tenir
il	PRO:clsi	il
faut	VER:pres	falloir
se	PRO:clo	se
tenir	VER:infi	tenir
hein	INT	hein
ah	INT	ah
c'	PRO:cls	ce
est	AUX:pres	être
tombé	VER:pper	tomber
mais	KON	mais
pourquoi	PRO:int	pourquoi
ça	PRO:cls	ça
tombe	VER:pres	tomber
toujours	ADV	toujours
.	NOM:sig	<unknown>
je	PRO:cls	je
t'	PRO:clo	te
amène	VER:pres	amener
chez	PRP	chez
le	DET:def	le
monsieur	NOM	monsieur
le	DET:def	le
Maire	NOM	maire
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
pompier	NOM	pompier
le	DET:def	le
monsieur	NOM	monsieur
le	DET:def	le
Maire	NOM	maire
d'	PRP	un
accord	NOM	accord
on	PRO:cls	on
est	AUX:pres	être
arrivé	VER:pper	arriver
aux	PRP:det	au
pompiers	NOM	pompier
je	PRO:cls	je
vais	VER:pres	aller
chercher	VER:infi	chercher
à	PRP	à
quatre	NUM	@card@
heures	NOM	heure
et	KON	et
demi	NOM	demi
.	NAM	<unknown>
.	NAM	<unknown>
à	PRP	à
tout	PRO:ind	tout
à	PRP	à
l'	DET:def	le
heure	NOM	heure
tout	ADV	tout
à	PRP	à
l'	DET:def	le
heure	NOM	heure
ça	PRO:cls	ça
y	PRO:clo	y
est	VER:pres	être
il	PRO:clsi	il
est	VER:pres	être
quatre	NUM	@card@
heures	NOM	heure
et	KON	et
demi	NOM	demi
ça	PRO:cls	ça
y	PRO:clo	y
est	VER:pres	être
tu	PRO:cls	tu
es	AUX:pres	être
guérie	VER:pper	guérir
tu	PRO:cls	tu
peux	VER:pres	pouvoir
sortir	VER:infi	sortir
.	NOM:sig	<unknown>
la	DET:def	le
voiture	NOM	voiture
est	AUX:pres	être
est	AUX:pres	être
réparée	VER:pper	réparer
.	NAM	<unknown>
ah	INT	ah
je	PRO:cls	je
vais	VER:pres	aller
te	PRO:clo	te
montrer	VER:infi	montrer
un	DET:ind	un
truc	NOM	truc
ça	PRO:cls	ça
y	PRO:clo	y
est	VER:pres	être
.	NAM	<unknown>
ouais	FNO	ouais
d'	PRP	un
abord	NOM	abord
tu	PRO:cls	tu
as	AUX:pres	avoir
fait	VER:pper	faire
tu	PRO:cls	tu
fais	VER:pres	faire
ouais	FNO	ouais
ouais	FNO	ouais
ça	PRO:cls	ça
y	PRO:clo	y
est	VER:pres	être
toutes	DET:pre	tout
les	DET:def	le
voitures	NOM	voiture
sont	AUX:pres	être
réparées	VER:pper	réparer
et	KON	et
regarde	VER:impe	regarder
elles	PRO:cls	elle
peuvent	VER:pres	pouvoir
rouler	VER:infi	rouler
ouais	FNO	ouais
hou	NOM	<unknown>
attention	INT	attention
hou	NOM	<unknown>
