bon	INT	bon
étais	VER:impf	être
là	ADV	là
j'	PRO:cls	je
ai	VER:pres	avoir
plus	ADV	plus
d'	PRP	un
élastique	NOM	élastique
alors	ADV	alors
tu	PRO:cls	tu
sais	VER:pres	savoir
moi	PRO:ton	moi
en	PRP	en
plus	ADV	plus
quand	KON	quand
je	PRO:cls	je
bosse	VER:pres	bosser
je	PRO:cls	je
supporte	VER:pres	supporter
pas	ADV	pas
avoir	VER:infi	avoir
les	DET:def	le
cheveux	NOM	cheveu
attachés	VER:pper	attacher
tu	PRO:cls	tu
vois	VER:pres	voir
c'	PRO:cls	ce
est	VER:pres	être
trop	ADV	trop
chiant	ADJ	chiant
parce	TRC	parce
que	KON	que
tu	PRO:cls	tu
sais	VER:pres	savoir
t'	PRO:clo	te
as	VER:pres	avoir
chaud	ADJ	chaud
les	DET:def	le
gamins	NOM	gamin
détachés	VER:pper	détacher
détachés	VER:pper	détacher
ouais	FNO	ouais
t'	PRO:clo	te
as	VER:pres	avoir
les	DET:def	le
gamins	NOM	gamin
ils	PRO:cls	il
t'	PRO:clo	te
attachent	VER:pres	attacher
les	DET:def	le
cheveux	NOM	cheveu
et	KON	et
ils	PRO:cls	il
ont	AUX:pres	avoir
fait	VER:pper	faire
une	DET:ind	un
fixette	NOM	<unknown>
sur	PRP	sur
mes	DET:pos	mon
boucles	NOM	boucle
d'	PRP	un
oreilles	NOM	oreille
aujourd'hui	ADV	aujourd'hui
ouais	FNO	ouais
elles	PRO:cls	elle
sont	VER:pres	être
bien	ADV	bien
je	PRO:cls	je
les	PRO:clo	le
aime	VER:pres	aimer
bien	ADV	bien
non	FNO	non
mais	KON	mais
attends	VER:impe	attendre
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
gamine	NOM	gamine
de	PRP	de
primaire	ADJ	primaire
euh	INT	euh
j'	PRO:cls	je
étais	VER:impf	être
aux	PRP:det	au
toilettes	NOM	toilette
avec	PRP	avec
un	DET:ind	un
gamin	NOM	gamin
j'	PRO:cls	je
attendais	VER:impf	attendre
tu	PRO:cls	tu
vois	VER:pres	voir
le	DET:def	le
temps	NOM	temps
qu'	KON	que
il	PRO:clsi	il
fasse	VER:subp	faire
sa	DET:pos	son
sa	DET:pos	son
grosse	ADJ	gros
commission	NOM	commission
donc	ADV	donc
j'	PRO:cls	je
attend	VER:pres	attendre
devant	PRP	devant
la	DET:def	le
porte	NOM	porte
et	KON	et
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
gamine	NOM	gamine
de	PRP	de
primaire	ADJ	primaire
elle	PRO:cls	elle
me	PRO:clo	me
regarde	VER:pres	regarder
comme	KON	comme
ça	PRO:ton	ça
mais	KON	mais
tu	PRO:cls	tu
sais	VER:pres	savoir
elle	PRO:cls	elle
me	PRO:clo	me
dévisage	VER:pres	dévisager
et	KON	et
euh	INT	euh
tu	PRO:cls	tu
sais	VER:pres	savoir
je	PRO:cls	je
regarde	VER:pres	regarder
et	KON	et
je	PRO:cls	je
fais	VER:pres	faire
salut	FNO	salut
ça	PRO:cls	ça
va	VER:pres	aller
puis	KON	puis
elle	PRO:cls	elle
me	PRO:clo	me
regarde	VER:pres	regarder
et	KON	et
elle	PRO:cls	elle
me	PRO:clo	me
fait	VER:pres	faire
vous	PRO:cls	vous
êtes	VER:pres	être
vraiment	ADV	vraiment
belle	ADJ	beau
oh	INT	oh
c'	PRO:cls	ce
est	VER:pres	être
trop	ADV	trop
chou	NOM	chou
j'	PRO:cls	je
étais	VER:impf	être
là	ADV	là
.	VER:simp	<unknown>
.	NOM:sig	<unknown>
mais	KON	mais
je	PRO:cls	je
ne	ADV	ne
sais	VER:pres	savoir
pas	ADV	pas
ce	PRO:dem	ce
qu'	PRO:rel	que
ils	PRO:cls	il
avaient	VER:impf	avoir
les	DET:def	le
gamins	NOM	gamin
aujourd'hui	ADV	aujourd'hui
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
soleil	NOM	soleil
ouais	FNO	ouais
non	FNO	non
mais	KON	mais
ça	PRO:cls	ça
doit	VER:pres	devoir
être	VER:infi	être
ça	PRO:ton	ça
tu	PRO:cls	tu
sais	VER:pres	savoir
ou	KON	ou
le	DET:def	le
soleil	NOM	soleil
dans	PRP	dans
les	DET:def	le
yeux	NOM	oeil
j'	PRO:cls	je
en	PRO:clo	en
sais	VER:pres	savoir
rien	PRO:ind	rien
mais	KON	mais
euh	INT	euh
elle	PRO:cls	elle
te	PRO:clo	te
voyait	VER:impf	voir
pas	ADV	pas
en	PRP	en
vraie	ADJ	vrai
genre	NOM	genre
non	FNO	non
mais	KON	mais
attends	VER:impe	attendre
le	DET:def	le
petit	ADJ	petit
¤Pren¤	NAM	<unknown>
tu	PRO:cls	tu
sais	VER:pres	savoir
je	PRO:cls	je
t'	PRO:clo	te
en	PRO:clo	en
ai	AUX:pres	avoir
déjà	ADV	déjà
parlé	VER:pper	parler
du	PRP:det	du
gamin	NOM	gamin
la	DET:def	le
ouais	FNO	ouais
je	PRO:cls	je
l'	PRO:clo	le
adore	VER:pres	adorer
et	KON	et
tout	PRO:ind	tout
tout	PRO:ind	tout
à	PRP	à
l'	DET:def	le
heure	NOM	heure
il	PRO:cls	il
vient	VER:pres	venir
me	PRO:clo	me
parler	VER:infi	parler
et	KON	et
après	ADV	après
tu	PRO:cls	tu
sais	VER:pres	savoir
il	PRO:clsi	il
se	PRO:clo	se
casse	VER:pres	casser
il	PRO:clsi	il
revient	VER:pres	revenir
il	PRO:clsi	il
me	PRO:clo	me
fait	VER:pres	faire
¤Pren¤	NAM	<unknown>
t'	PRO:clo	te
es	AUX:pres	être
t'	PRO:clo	te
es	VER:pres	être
la	DET:def	le
plus	ADV	plus
belle	ADJ	beau
de	PRP	de
toutes	DET:pre	tout
les	DET:def	le
animatrices	NOM	animatrice
je	PRO:cls	je
fais	VER:pres	faire
.	NAM	<unknown>
.	NAM	<unknown>
toi	PRO:ton	toi
je	PRO:cls	je
te	PRO:clo	te
kiffe	VER:subp	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
bon	INT	bon
allez	VER:impe	aller
-y	PRO:clo	y
vas	VER:impe	aller
mais	KON	mais
ils	PRO:cls	il
etaient	VER:cond	<unknown>
trop	ADV	trop
chou	NOM	chou
tu	PRO:cls	tu
vois	VER:pres	voir
ils	PRO:cls	il
etaient	VER:cond	<unknown>
trop	ADV	trop
mignon	ADJ	mignon
j'	PRO:cls	je
ai	AUX:pres	avoir
adoré	VER:pper	adorer
donc	ADV	donc
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
on	PRO:cls	on
fait	VER:pres	faire
on	PRO:cls	on
retourne	VER:pres	retourner
la	PRO:clo	le
voir	VER:infi	voir
là	ADV	là
euh	INT	euh
ouais	FNO	ouais
on	PRO:cls	on
retourne	VER:pres	retourner
la	PRO:clo	le
voir	VER:infi	voir
on	PRO:cls	on
lui	PRO:clo	lui
dit	VER:pres	dire
qu'	KON	que
on	PRO:cls	on
l'	PRO:clo	le
a	AUX:pres	avoir
pas	ADV	pas
eu	VER:pper	avoir
au	PRP:det	au
téléphone	NOM	téléphone
ouais	FNO	ouais
et	KON	et
euh	INT	euh
on	PRO:cls	on
est	VER:pres	être
quel	DET:int	quel
jour	NOM	jour
là	ADV	là
on	PRO:cls	on
est	VER:pres	être
mardi	NOM	mardi
on	PRO:cls	on
est	VER:pres	être
mardi	NOM	mardi
mardi	NOM	mardi
on	PRO:cls	on
et	KON	et
euh	INT	euh
on	PRO:cls	on
repassera	VER:futu	repasser
on	PRO:cls	on
repaasera	VER:futu	<unknown>
dans	PRP	dans
la	DET:def	le
semaine	NOM	semaine
on	PRO:cls	on
repassera	VER:futu	repasser
de	PRP	de
toute	DET:ind	tout
manière	NOM	manière
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
s'	KON	si
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
pour	PRP	pour
trois	NUM	@card@
jours	NOM	jour
euh	INT	euh
voilà	FNO	voilà
si	KON	si
moi	PRO:ton	moi
au	PRP:det	au
pire	NOM	pire
lundi	NOM	lundi
j'	PRO:cls	je
arrive	VER:pres	arriver
pas	ADV	pas
à	PRP	à
chopper	VER:infi	chopper
le	DET:def	le
prof	NOM:trc	professeur
lundi	NOM	lundi
je	PRO:cls	je
le	PRO:clo	le
choppe	VER:pres	chopper
je	PRO:cls	je
repasse	VER:pres	repasser
à	PRP	à
l'	DET:def	le
école	NOM	école
tant	ADV	tant
pis	ADV	pis
je	PRO:cls	je
le	PRO:clo	le
choppe	VER:pres	chopper
on	PRO:cls	on
en	PRO:clo	en
parle	VER:pres	parler
c'	PRO:cls	ce
est	VER:pres	être
oui	FNO	oui
ou	KON	ou
c'	PRO:cls	ce
est	VER:pres	être
non	FNO	non
tu	PRO:cls	tu
vois	VER:pres	voir
c'	PRO:cls	ce
est	VER:pres	être
clair	ADJ	clair
oui	FNO	oui
non	FNO	non
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
non	FNO	non
bah	INT	bah
on	PRO:cls	on
se	PRO:clo	se
fout	VER:pres	foutre
une	DET:ind	un
balle	NOM	balle
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
non	FNO	non
ma	DET:pos	mon
mère	NOM	mère
va	VER:pres	aller
nous	PRO:clo	nous
signer	VER:infi	signer
la	DET:def	le
convention	NOM	convention
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
oui	FNO	oui
euh	INT	euh
ouais	FNO	ouais
voilà	FNO	voilà
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
non	FNO	non
ta	DET:pos	ton
mère	NOM	mère
signe	VER:pres	signer
la	DET:def	le
convention	NOM	convention
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
oui	FNO	oui
euh	INT	euh
euh	INT	euh
le	DET:def	le
lendemain	NOM	lendemain
moi	PRO:ton	moi
je	PRO:cls	je
passe	VER:pres	passer
direct	ADJ	direct
à	PRP	à
l'	DET:def	le
école	NOM	école
et	KON	et
ici	ADV	ici
je	PRO:cls	je
passe	VER:pres	passer
direct	ADJ	direct
à	PRP	à
l'	DET:def	le
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
je	PRO:cls	je
fais	VER:pres	faire
nos	DET:pos	notre
deux	NUM	@card@
papiers	NOM	papier
nanana	INT	nanana
t'	PRO:clo	te
inquiètes	VER:pres	inquiéter
pas	ADV	pas
pour	PRP	pour
ça	PRO:ton	ça
ah	INT	ah
non	FNO	non
faut	VER:pres	falloir
qu'	KON	que
on	PRO:cls	on
fasse	VER:subp	faire
signer	VER:infi	signer
par	PRP	par
nos	DET:pos	notre
profs	NOM:trc	professeur
oh	INT	oh
putain	INT	putain
et	KON	et
moi	PRO:ton	moi
¤N¤	NAM	¤N¤
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
quand	KON	quand
il	PRO:cls	il
revient	VER:pres	revenir
bah	INT	bah
tu	PRO:cls	tu
sais	VER:pres	savoir
quoi	PRO:int	quoi
moi	PRO:ton	moi
j-j'ai	NOM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
à	PRP	à
l'	DET:def	le
effaceur	NOM	effaceur
hein	INT	hein
non	FNO	non
mais	KON	mais
on	PRO:cls	on
efface	VER:pres	effacer
voilà	FNO	voilà
on	PRO:cls	on
efface	VER:pres	effacer
on	PRO:cls	on
recommence	VER:pres	recommencer
moi	PRO:ton	moi
j'	PRO:cls	je
envoie	VER:pres	envoyer
juste	ADV	juste
un	DET:ind	un
mail	NOM	mail
pour	PRP	pour
dire	VER:infi	dire
attend	VER:pres	attendre
c'	PRO:cls	ce
est	AUX:pres	être
bien	ADV	bien
fait	VER:pper	faire
au	PRP:det	au
oui	FNO	oui
moi	PRO:ton	moi
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
refais	VER:pres	refaire
à	PRP	à
l'	DET:def	le
éffaceur	NOM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
dans	PRP	dans
mon	DET:pos	mon
sac	NOM	sac
c'	PRO:cls	ce
est	AUX:pres	être
fait	VER:pper	faire
au	PRP:det	au
stylo	NOM	stylo
plume	NOM	plume
attend	VER:pres	attendre
c'	PRO:cls	ce
est	VER:pres	être
moi	PRO:ton	moi
qui	PRO:rel	qui
l'	PRO:clo	le
ai	VER:pres	avoir
ton	DET:pos	ton
truc	NOM	truc
hein	INT	hein
ils	PRO:cls	il
sont	VER:pres	être
où	PRO:int	où
euh	INT	euh
dans	PRP	dans
une	DET:ind	un
pochette	NOM	pochette
euh	INT	euh
euh	INT	euh
là	ADV	là
près	ADV	près
du	PRP:det	du
euh	INT	euh
rapport	NOM	rapport
de	PRP	de
stage	NOM	stage
putain	INT	putain
t'	PRO:clo	te
as	AUX:pres	avoir
eu	VER:pper	avoir
dix	NUM	@card@
huit	NUM	@card@
toi	PRO:ton	toi
putain	INT	putain
t'	PRO:clo	te
as	AUX:pres	avoir
vu	VER:pper	voir
t'	PRO:clo	te
es	VER:pres	être
une	DET:ind	un
belle	ADJ	beau
gosse	NOM	gosse
hein	INT	hein
moi	PRO:ton	moi
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
fais	VER:pres	faire
à	PRP	à
l'	DET:def	le
arrache	NOM	arrache
à	PRP	à
la	DET:def	le
fin	NOM	fin
ça	PRO:ton	ça
ça	PRO:cls	ça
me	PRO:clo	me
on	PRO:cls	on
s'	PRO:clo	se
en	PRP	en
fou	NOM	fou
ça	PRO:cls	ça
va	VER:pres	aller
à	PRP	à
la	DET:def	le
poubelle	NOM	poubelle
mais	KON	mais
ouais	FNO	ouais
on	PRO:cls	on
efface	VER:pres	effacer
tout	PRO:ind	tout
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
le	DET:def	le
début	NOM	début
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
même	ADJ	même
chose	NOM	chose
et	KON	et
puis	KON	puis
après	ADV	après
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
juste	ADV	juste
à	PRP	à
effacer	VER:infi	effacer
ça	PRO:ton	ça
et	KON	et
le	DET:def	le
projet	NOM	projet
on	PRO:cls	on
met	VER:pres	mettre
pareil	ADJ	pareil
on	PRO:cls	on
s'	PRO:clo	se
en	PRP	en
fou	NOM	fou
on	PRO:cls	on
on	PRO:cls	on
efface	VER:pres	effacer
deux	NUM	@card@
trois	NUM	@card@
trucs	NOM	truc
et	KON	et
on	PRO:cls	on
verra	VER:futu	voir
bien	ADV	bien
ouais	FNO	ouais
non	FNO	non
non	FNO	non
et	KON	et
on	PRO:cls	on
garde	VER:pres	garder
cette	DET:dem	ce
signature	NOM	signature
on	PRO:cls	on
va	VER:pres	aller
pas	ADV	pas
se	PRO:clo	se
prendre	VER:infi	prendre
la	DET:def	le
tête	NOM	tête
hein	INT	hein
non	FNO	non
non	FNO	non
mais	KON	mais
on	PRO:cls	on
envoie	VER:pres	envoyer
juste	ADV	juste
un	DET:ind	un
mail	NOM	mail
au	PRP:det	au
prof	NOM:trc	professeur
disant	VER:ppre	dire
qu'	KON	que
on	PRO:cls	on
à	PRP	à
changé	VER:pper	changer
le	DET:def	le
truc	NOM	truc
et	KON	et
tout	PRO:ind	tout
nananana	NOM	<unknown>
moi	PRO:ton	moi
j'	PRO:cls	je
envoie	VER:pres	envoyer
pas	ADV	pas
de	PRP	de
mail	NOM	mail
il	PRO:cls	il
a	VER:pres	avoir
même	ADV	même
pas	ADV	pas
regardé	VER:pper	regarder
j'	PRO:cls	je
envoie	VER:pres	envoyer
queudal	ADJ	<unknown>
moi	PRO:ton	moi
il	PRO:cls	il
m'	PRO:clo	me
a	AUX:pres	avoir
juste	ADV	juste
dit	VER:pper	dire
vous	PRO:cls	vous
allez	VER:pres	aller
dans	PRP	dans
l'	DET:def	le
Aube	NOM	aube
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
ou	KON	ou
l'	DET:def	le
Aube	NOM	aube
tu	PRO:cls	tu
sais	VER:pres	savoir
la	DET:def	le
meuf	NOM	<unknown>
elle	PRO:cls	elle
se	PRO:clo	se
destine	VER:pres	destiner
à	PRP	à
l'	DET:def	le
enseignement	NOM	enseignement
elle	PRO:cls	elle
sait	VER:pres	savoir
même	ADV	même
pas	ADV	pas
ou	KON	ou
c'	PRO:cls	ce
est	VER:pres	être
l'	DET:def	le
Aube	NOM	aube
tu	PRO:cls	tu
passes	VER:pres	passer
ton	DET:pos	ton
concours	NOM	concours
de	PRP	de
géographie	NOM	géographie
dans	PRP	dans
une	DET:ind	un
semaine	NOM	semaine
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
on	PRO:cls	on
s'	PRO:clo	se
en	PRO:clo	en
refume	VER:pres	<unknown>
une	DET:ind	un
ouais	FNO	ouais
euh	INT	euh
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
moi	PRO:ton	moi
ce	PRO:dem	ce
soir	NOM	soir
je	PRO:cls	je
vais	VER:pres	aller
racheter	VER:infi	racheter
du	PRP:det	du
tabac	NOM	tabac
parce	TRC	parce
que	KON	que
j'	PRO:cls	je
ai	VER:pres	avoir
quand	KON	quand
même	ADV	même
tout	PRO:ind	tout
fait	VER:pres	faire
tomber	VER:infi	tomber
tout	PRO:ind	tout
à	PRP	à
l'	DET:def	le
heure	NOM	heure
ouais	FNO	ouais
j'	PRO:cls	je
ai	AUX:pres	avoir
vu	VER:pper	voir
tu	PRO:cls	tu
sais	VER:pres	savoir
que	KON	que
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
dis	VER:pres	dire
au	PRP:det	au
moment	NOM	moment
ou	KON	ou
je	PRO:cls	je
vais	VER:pres	aller
ramasser	VER:infi	ramasser
mon	DET:pos	mon
tabac	NOM	tabac
il	PRO:cls	il
va	VER:pres	aller
arriver	VER:infi	arriver
tu	PRO:cls	tu
sais	VER:pres	savoir
